model,fold,bin,mean_predicted,observed_rate,n
xgboost,validation_2023_2024,8,0.8730126619338989,0.9333333333333333,15
xgboost,validation_2023_2024,9,0.9367899894714355,0.88,25
xgboost,validation_2023_2024,4,0.49715089797973633,0.0,1
xgboost,validation_2023_2024,5,0.5772032737731934,1.0,2
xgboost,validation_2023_2024,6,0.6639040112495422,0.5,6
xgboost,validation_2023_2024,7,0.7365008592605591,0.5,2
xgboost,validation_2023_2024,8,0.8559319972991943,0.875,8
xgboost,validation_2023_2024,9,0.9424537420272827,0.967741935483871,31
xgboost,validation_2023_2024,5,0.5598602294921875,0.5,2
xgboost,validation_2023_2024,6,0.6582318544387817,0.75,4
xgboost,validation_2023_2024,7,0.7459837198257446,0.8,5
xgboost,validation_2023_2024,8,0.8677451610565186,0.9230769230769231,13
xgboost,validation_2023_2024,9,0.9471255540847778,0.9230769230769231,26
xgboost,validation_2023_2024,5,0.5857417583465576,1.0,2
xgboost,validation_2023_2024,6,0.6509647369384766,0.5714285714285714,7
xgboost,validation_2023_2024,7,0.7479531168937683,0.6666666666666666,3
xgboost,validation_2023_2024,8,0.8763015866279602,1.0,7
xgboost,validation_2023_2024,9,0.938116192817688,0.967741935483871,31
xgboost,validation_2023_2024,5,0.5467650294303894,1.0,1
xgboost,validation_2023_2024,6,0.6441075205802917,0.8571428571428571,7
xgboost,validation_2023_2024,7,0.7237852811813354,0.5,2
xgboost,validation_2023_2024,8,0.8625032305717468,1.0,7
xgboost,validation_2023_2024,9,0.9369100332260132,0.9696969696969697,33
xgboost,validation_2023_2024,6,0.6478137373924255,0.7,10
xgboost,validation_2023_2024,8,0.8669615983963013,0.8461538461538461,13
xgboost,validation_2023_2024,9,0.940636396408081,0.8888888888888888,27
xgboost,validation_2023_2024,5,0.565830409526825,0.3333333333333333,3
xgboost,validation_2023_2024,6,0.6498119235038757,0.4,5
xgboost,validation_2023_2024,7,0.7670385837554932,1.0,4
xgboost,validation_2023_2024,8,0.8613157272338867,1.0,9
xgboost,validation_2023_2024,9,0.9378423094749451,0.8620689655172413,29
xgboost,validation_2023_2024,4,0.486126571893692,0.0,1
xgboost,validation_2023_2024,5,0.5315768718719482,1.0,1
